startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S0083,NOSTROMO,https://nostromo.energy/,Tel Aviv,Israel,Middle East,CleanTech/Energy,CleanTech/Energy,Battery/Energy Storage,"We have developed a system that serves as an extension to the building or as a modular part in it. With Nostromo, decision-makers needn’t struggle to pick a spot for the system, because Nostromo would solve this problem in 5 minutes during the first preliminary tour of the facility.",2016.0,314600000.0,$314.6m,,,,,,,,,,
S0084,WSC Sports Technologies,https://www.wsc.edu/,Tel Aviv,Israel,Middle East,Other,Other,Sports,"WSC Sports' platform generates personalized sports videos for every digital platform and every sports fan - automatically and in real-time.

Currently being used by leading media rights owners such as Turner Sports, NBA, MLS, FIBA, PGA Tour among others, WSC Sports’ platform utilizes advanced AI and...",2011.0,136000000.0,$136M,134000000.0,$134M,,,,,,,,
S0085,Factify (factify.com),https://factify.com,Tel Aviv,Israel,Middle East,Other,Other,,,2023.0,,,,,,,,,,,,
S0086,Hush Security,https://www.hush.security/,Tel Aviv,Israel,Middle East,Cybersecurity,Cybersecurity,Security,"10 Sept 2025—Hush Security (based in Tel Aviv, Israel) was founded in 2024 by Micha Rave (CEO), Chen Nisnkorn (CCO), Shmulik Ladkani (CTO), and Alon ...",2024.0,11000000.0,$11M,,,,,,,,,,
S0087,KELA - Cyber Threat Intelligence,https://www.kelacyber.com/,Tel Aviv,Israel,Middle East,SaaS/Software,SaaS/Software,Platform,SECURE THE UNSEEN - NO MORE BLIND SPOTS. KELA Cyber Threat Intelligence Platform. Neutralize risk by monitoring your case objectives and assets for your teams ...,,11000000.0,$11m,,,,,,,,,,
S0088,Transmit Security (transmitsecurity.com),https://transmitsecurity.com,Tel Aviv,Israel,Middle East,Other,Other,,"a broadcasting system that is able to transmit information by means of letters or figures on a regular TV program 例文帳に追加 通常のテレビ放送と同時に,文字,図形による情報が映し出される放送 - EDR日英対訳辞書",,,,,,,,,,,,,
S0089,Fido Money,https://www.fidomoney.com/,Tel Aviv,Israel,Middle East,Other,Other,PetTech,"... company based in Tel Aviv (Israel), founded in 2014 ... Its application is available for android devices. Website: gh.fido.money/. Social: Facebook. Email ID: *** ...",2014.0,15500000.0,$15.5m,,,,,,,,,,
S0090,Fhenix,https://www.fhenix.io/,Tel Aviv,Israel,Middle East,SaaS/Software,SaaS/Software,Software,"Fhenix is the first confidential blockchain powered by fully homomorphic encryption. Through the usage of fhEVM, Fhenix enables Ethereum developers to seamlessly build encrypted smart contracts and perform encrypted computation of data, all while using Solidity and other familiar, easy-to-use tools",2023.0,22000000.0,$22M,,,,,,,,,,
S0091,Cyclops Security,https://www.cyclops.security/,Tel Aviv,Israel,Middle East,AI/ML,AI/ML,AI,"Cyclops is the first Contextual Search Platform for cybersecurity.
Powered by the CSMA approach and GenAI, we allow Security practitioners and Security teams, on any level, to ask any question on their security data in natural language - and get answered like never before.",2022.0,6400000.0,$6.4M,,,,,,,,,,
S0092,Red Access,https://redaccess.io/,Tel Aviv,Israel,Middle East,Cybersecurity,Cybersecurity,Cybersecurity,"Red Access provides the first agentless unified platform to secure all the enterprise browsing activity, in the complexity of in-office and hybrid work. The lightweight platform protects the employees’ devices from browsing-based cyber threats across any browser, web app, cloud service, and device a...",2021.0,17000000.0,$17M,,,,,,,,,,
S0093,Astrix Security,https://astrix.security/,Tel Aviv,Israel,Middle East,Cybersecurity,Cybersecurity,Security,"View Astrix Security(astrix.security) location in Tel Aviv,Israel, revenue, industry and description. Find related and similarcompaniesas well as employees by title and much more.",2021.0,85000000.0,$85M,,,,,,,,,,
S0094,Permit.io,https://www.permitio.ai/,Tel Aviv,Israel,Middle East,Other,Other,PetTech,Permit.io empowers developers to bake in permissions and access-control into any product in minutes and takes away the pain of constantly rebuilding them.,2020.0,8000000.0,$8M,2950000000.0,$2.95B,,,,,,,,
S0095,OneBeat,https://onebeat.co/,Tel Aviv,Israel,Middle East,AI/ML,AI/ML,AI,"http://onebeat.co/. External link for Onebeat. Industry: Technology, Information and Internet. Company size: 51-200 employees. Headquarters: Tel Aviv, Israel.",,15000000.0,$15M,,,,,,,,,,
S0096,NeuroBlade,https://www.neuroblade.com/,Tel Aviv,Israel,Middle East,AI/ML,AI/ML,AI,"Neuro Blade optimizes query processing to meet the demands of modern AI/ML ... Tel Aviv-Yafo, Israel IL: +972 356 26884 · Terms of Use · Privacy Policy ...",2018.0,83000000.0,$83m,,,,,,,,,,
S0097,Laguna Health,https://www.lagunahealth.com/,Tel Aviv,Israel,Middle East,AI/ML,AI/ML,AI,"Laguna Health is an AI-powered contextual care management solution, scaling personalized care outside the four walls of the hospital. The company has built a revolutionary NLP and AI care personalization engine proven in randomized clinical trials to drive 50% cost savings and 10X efficiency gains f...",2020.0,,,,,,,,,,,,
S0098,Imagene AI,https://imagene-ai.com/,Tel Aviv,Israel,Middle East,AI/ML,AI/ML,AI,"Imagene provides AI-based molecular diagnosis for cancer, leveraging the patient's histological data for personalized therapy.

Our mission is to assist cancer patients in receiving the optimal treatment medicine can offer by leveraging AI to detect, in real-time, a broad range of cancerous biomarke...",2020.0,45000000.0,$45M,,,,,,,,,,
S0099,Bitmain,https://www.bitmain.com/,Beijing,China,East Asia,Fintech,Fintech | Robotics/Hardware,"Cryptocurrency, Blockchain, Integrated circuit","Bitmain is a Beijing-based multinational semiconductor company, founded in 2013, that manufactures products for blockchain and artificial intelligence (AI) applications.",2013.0,764700000.0,$764.7M,,,Series C,Series C,,,,,Jihan Wu,
S0100,4Paradigm,https://www.4paradigm.com/,Beijing,China,East Asia,AI/ML,AI/ML | SaaS/Software,"Machine learning, Software, Artificial Intelligence (AI)",4Paradigm is a China-based artificial intelligence start-up company developing machine learning software.,2014.0,1100000000.0,$1.1B,,,Venture Round,Venture Round,,,,,Qiang Yang | Wenyuan Dai | Shiwei Hu,
S0101,Vungle,https://vungle.com/,Beijing,China,East Asia,SaaS/Software,SaaS/Software | Fintech,"Software, Technology, Software development","Vungle (Vungle, Inc.) is startup which powers video advertisements inside of mobile apps and games.",,42500000.0,$42.5M,300000000.0,$300M,Series A,Series A,6.0,6.0,1-10,6 employees,Jack Smith | Zain Jaffer,
S0102,Horizon Robotics,https://en.horizon.auto/,Beijing,China,East Asia,EV/Mobility,EV/Mobility | Fintech,"Automotive industry, Technology",Horizon Robotics provides computing solutions with a focus on energy efficiency for smart vehicles.,,4099999999.9999995,$4.1B,24000000.0,$24M,IPO,Ipo,,,,,Kai Yu ***.**@horizon.ai,
S0103,GalaxySpace,https://spacenews.com/,Beijing,China,East Asia,SpaceTech,SpaceTech,"Nanosatellite, Satellite, Communications satellite",Galaxy Space is a Beijing-based commercial micro-satellites developer and provider of satellite-based communications and internet systems.,2016.0,14500000.0,$14.5M,,,,,,,,,Xu Ming,
S0104,EdiGene,https://www.edigene.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Induced pluripotent stem cell, Healthcare, Genomics",A biotechnology company using genetic editing technologies to develop therapies for the treatment of cancer and genetic diseases.,2015.0,262000000.0,$262.0M,29600000.0,$29.6M,Series B,Series B,,,,,Wei Wensheng,
S0105,Momenta,https://www.momenta.cn/,Beijing,China,East Asia,AI/ML,AI/ML | Robotics/Hardware,"Computer Vision, Autonomous System, Robotics",Momenta is a Beijing-based startup that designs software for autonomous vehicles.,2016.0,1300000000.0,$1.3B,,,Series C,Series C,,,,,,
S0106,Mabworks Biotech,http://mab-works.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Biotechnology, Engineering, Biomedical engineering","Mabworks Biotech is an antibodies, ADCs founded in 2007.",2003.0,39000000.0,$39.0M,,,Series C,Series C,,,,,,
S0107,Geek+,https://www.geekplus.com/,Beijing,China,East Asia,Robotics/Hardware,Robotics/Hardware,"Distribution, Robotics, Automation",Geek+ is a company developing logistics and warehousing robots.,2015.0,731800000.0,$731.8M,150000000.0,$150M,Series B,Series B,,,,000 employees,Hongbo Li | Kai Liu | Yong Zheng,
S0108,Cobo,https://www.cobo.com/,Beijing,China,East Asia,Fintech,Fintech,"Blockchain and cryptocurrency, Digital currency, Cryptocurrency wallet","Cobo Wallet is a cryptocurrency wallet on iOS & Android. It supports Bitcoin, Ethereum, Litecoin and EOS. It is headquartered in Beijing.",2017.0,113000000.0,$113.0M,,,Series A,Series A,,,,,Changhao Jiang | Discus Fish,
S0109,Nxin,https://www.nxinglobal.com/,Beijing,China,East Asia,Fintech,Fintech | FoodTech/AgTech,"Technology, Clean technology, Agriculture","Also known as Beijing Nxin Internet Technology, Nxin operates an agricultural internet platform providing data, e-commerce and financial service for the agricultural industry.",2015.0,53000000.0,$53.0M,,,Series B,Series B,,,,,,
S0110,Benlai Works,https://benlai.co.th/,Beijing,China,East Asia,E-Commerce/Retail,E-Commerce/Retail,"Mobile commerce, E-commerce","An e-commerce company with an online platform where fresh produce can be purchased and delivered. It was founded in 2012 and is located in Beijing, China.",2012.0,200000000.0,$200.0M,,,Series D,Series D,2700.0,2700.0,1001-5000,2700 employees,Jerry Sheng Yue | Huafeng Yu,
S0111,BingoBox,https://bingobox.us/,Beijing,China,East Asia,Other,Other,"Self-service, Convenience store",Bingo Box is a company founded in 2014.,2017.0,80000000.0,$80.0M,,,Series B,Series B,,,,,,
S0112,Bluepha,https://www.bluepha-en.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Synthetic biology, Bioplastic, Biotechnology","Bluepha Co., Ltd. is a synthetic biology and biomaterial company established in Beijing, China. The technology developed by Bluepha can achieve low-cost production of a kind of biodegradable material polyhydroxyalkanoates (PHAs). PHAs are well accepted as replacements of traditional petro-based plas...",2016.0,5600000.0,$5.6M,,,Series D,Series D,,,,,,
S0113,Unisound,https://unisound.io/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech | EV/Mobility,"Healthcare, Knowledge management (KM), Smart Transportation","Unisound, or Beijing Yunzhisheng Information Technology, is a company developing intelligent voice and speech processing technologies.",2012.0,299000000.0,$299.0M,,,IPO,Ipo,,,,,Huang Wei (businessman) | Jiaen Liang | Zhao Yiyang,
S0114,Lixiang,https://www.lixiang.com/,Beijing,China,East Asia,EV/Mobility,EV/Mobility,"Sustainable transport, Electric vehicle manufacturing, Electric car manufacturing",Lixiang is a company founded in 2015.,2015.0,530000000.0,$530.0M,32799999.999999996,$32.80M,IPO,Ipo,,,,,,
S0115,Laiye,https://laiye.com/,Beijing,China,East Asia,Robotics/Hardware,Robotics/Hardware | Fintech,"Automation, Knowledge management (KM), Technology","Laiye is focused on the development and maintenance of an enterprise-class, interactive smart robot platform.",2015.0,164000000.0,$164.0M,,,Series C,Series C,,,,,Yichuan Hu,
S0116,Didi,https://www.didiglobal.com/,Beijing,China,East Asia,SaaS/Software,SaaS/Software | EV/Mobility,"Information technology, Transportation, Micromobility","Provider of a mobile ride-hailing application designed to match customers with local drivers in China. The company's ride-hailing platform operates a mobile ride-sharing network that includes chauffeur services, minibus, car rental and ride-sharing, enabling users to request rides from transportatio...",2012.0,9900000000.0,$9.9B,7000000000.0,$7B,IPO,Ipo,1.0,1.0,1-10,1 employees,,
S0117,YishengBio,https://www.yeasen.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech | Fintech,"Biomedical engineering, Technology, Biology",Yisheng Bio is a Beijing-based company founded in 1992.,1992.0,130000000.0,$130.0M,,,Series B,Series B,800.0,800.0,251-1000,800 employees,,
S0118,"Shukun (Beijing) Network Technology Co., Ltd.",https://www.shukun.com/,Beijing,China,East Asia,Fintech,Fintech | AI/ML,"Technology, Computer network, Artificial Intelligence (AI)","Shukun (Beijing) Network Technology Co., Ltd. is a Beijing-based company.",,218100000.0,$218.1M,,,IPO,Ipo,,,,,Chun'e Ma,
S0119,"Aibee Beijing Intelligent Technology Co., Ltd.",https://www.aibee.com/,Beijing,China,East Asia,SaaS/Software,SaaS/Software,"Technology transfer, Software as a service (SaaS), Information technology","Aibee Beijing Intelligent Technology Co., Ltd. is a artificial intelligence company developing solutions for various vertical industries and founded in 2017 by Yuanqing Lin.",2017.0,99400000.0,$99.4M,,,,,,,,,,
S0120,Yuanfudao,https://www.yuanfudao.com/,Beijing,China,East Asia,EdTech,EdTech,"Education, Educational Technology, B2C",Yuanfudao provides online live courses and tutoring.,2012.0,2500000000.0,$2.5B,426590000.0,$426.59M,Series E+,Series G,,,,,Li Yong (prince) | Xin Liu (entrepreneur) ***@v2ex.com,
S0121,One Space,https://www.space-startups.org/,Beijing,China,East Asia,SpaceTech,SpaceTech,"Satellite, Space colonization, Space industry",A company offering launch services for spacecraft and satellites.,2015.0,115800000.0,$115.8M,,,Series B,Series B,,,,,Shu Chang,
S0122,G7,https://www.g7plus.org/,Beijing,China,East Asia,EV/Mobility,EV/Mobility | Robotics/Hardware | SaaS/Software,"Fleet management, Internet of things (IoT), Information technology",G7 is a company offering fleet management services founded in 2010.,2010.0,710000000.0,$710.0M,,,Bridge Round,Bridge,,,,,,
S0123,Genetron Health,https://www.genetronhealth.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Biology, Medical diagnostics, Genetics","Genetron Health is a Beijing, China-based healthcare company founded in 2013 by Han Yan.",2015.0,132000000.0,$132.0M,,,Series D,Series D,,,,,Han Yan,
S0124,Mevion Medical Systems,https://mevion.com/,Beijing,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Healthcare, Biomedical engineering, Engineering",Mevion Medical Systems is a company developing radiation therapies for cancer treatment founded in 2004 by Tina Tianning Yu.,2004.0,25000000.0,$25.0M,60000000000.0,$60B,IPO,Ipo,5.0,5.0,1-10,5 employees,Tina Tianning Yu,
S0125,"Beijing Tiertime Technology Co., Ltd.",https://www.tiertime.com/,Beijing,China,East Asia,Robotics/Hardware,Robotics/Hardware,"Machinery, Manufacturing","Tiertime manufacturers 3D printers for science, mechanical engineering, industrial design, low-volume manufacturing, and educational sectors.",2003.0,1500000.0,$1.5M,,,,,,,,,Ge Guo,
